chr1	713227	714878
chr1	858897	861685
chr1	893324	897314
chr1	955394	960926
chr1	1051230	1052401
chr1	1166021	1168061
chr1	1208004	1210053
chr1	1241785	1245604
chr1	1259613	1260969
chr1	1282537	1285337
chr1	1291735	1294209
chr1	1309437	1310987
chr1	1333364	1336127
chr1	1341395	1343701
chr1	1406115	1408592
chr1	1446560	1448733
chr1	1509063	1511460
chr1	1549458	1552439
chr1	1708748	1710460
chr1	1820672	1824141
chr1	1839738	1841161
chr1	1980888	1982673
chr1	2124900	2126833
chr1	2158109	2163792
chr1	2321974	2324686
chr1	2343177	2345915
chr1	2455981	2458064
chr1	2516901	2519353
chr1	2572974	2574808
chr1	3540538	3542693
chr1	3568312	3570009
chr1	3711974	3713189
chr1	3772907	3774749
chr1	3815753	3818280
chr1	4036177	4038629
chr1	6051117	6054095
chr1	6238902	6240396
chr1	6257991	6260095
chr1	6294343	6296203
chr1	6320124	6321700
chr1	6452207	6454535
chr1	6549738	6552233
chr1	6613238	6614897
chr1	6639776	6641004
chr1	6659596	6663477
chr1	6672557	6675964
chr1	6684946	6686740
chr1	6760644	6762049
chr1	6843927	6847015
chr1	7830671	7832463
chr1	7844290	7845808
chr1	8020923	8022422
chr1	8084663	8086885
chr1	8482568	8484543
chr1	8761588	8763700
chr1	8876144	8877799
chr1	8934538	8939571
chr1	9188105	9189376
chr1	9240310	9243575
chr1	9352019	9355161
chr1	9599523	9601156
chr1	9648362	9650143
chr1	9746862	9751348
chr1	9882182	9884233
chr1	9968730	9971412
chr1	10002535	10004315
chr1	10092051	10095774
chr1	10269668	10272251
chr1	10458315	10460458
chr1	10490184	10491657
chr1	10531370	10532887
chr1	10534594	10536180
chr1	10853388	10856971
chr1	11072429	11074228
chr1	11118600	11121125
chr1	11158651	11160210
chr1	11321531	11323101
chr1	11333284	11334965
chr1	11740232	11741899
chr1	11795859	11797165
chr1	11864651	11867089
chr1	11984409	11986649
chr1	11994438	11995837
chr1	12039782	12041407
chr1	12079096	12080513
chr1	12290112	12291466
chr1	14026076	14027687
chr1	14075402	14077258
chr1	14924220	14926343
chr1	15250201	15251868
chr1	15478931	15481316
chr1	15735533	15738937
chr1	15852635	15853918
chr1	15943792	15945566
chr1	16010262	16011855
chr1	16160336	16162381
chr1	16173258	16176840
chr1	16301506	16302696
chr1	16478035	16483140
chr1	16677467	16679375
chr1	16693520	16695329
chr1	16766722	16768331
chr1	16824734	16827076
chr1	16938606	16940604
chr1	16970169	16971637
chr1	17305059	17307968
chr1	17379556	17380657
chr1	17763609	17767763
chr1	17866009	17867311
chr1	19227683	19229778
chr1	19280138	19283957
chr1	19535415	19538116
chr1	19577129	19579850
chr1	19638057	19640004
chr1	19810613	19813190
chr1	19922951	19924643
chr1	19970478	19972098
chr1	20208894	20210099
chr1	20809987	20813331
chr1	20833537	20834695
chr1	20986738	20988772
chr1	21057569	21059738
chr1	21111492	21114564
chr1	21501058	21503157
chr1	21670893	21672673
chr1	21766293	21767974
chr1	22107755	22110207
chr1	22261678	22264341
chr1	22351061	22353219
chr1	22378751	22380969
chr1	22778257	22779483
chr1	23036509	23039444
chr1	23345367	23348225
chr1	23493698	23495464
chr1	23516165	23520984
chr1	23667841	23670768
chr1	23693359	23696490
chr1	23809229	23810977
chr1	23855522	23857765
chr1	23882988	23886552
chr1	24017969	24020232
chr1	24069213	24071602
chr1	24104217	24105973
chr1	24116731	24119604
chr1	24125659	24128187
chr1	24150837	24152567
chr1	24285221	24288067
chr1	24304888	24306818
chr1	24828707	24830212
chr1	24968144	24971232
chr1	25071254	25074871
chr1	25558263	25560056
chr1	25572301	25574695
chr1	25663120	25665942
chr1	25755973	25758824
chr1	25870080	25871561
chr1	25942119	25944397
chr1	26145951	26147963
chr1	26184805	26186621
chr1	26230509	26233067
chr1	26323661	26324906
chr1	26361263	26362665
chr1	26436919	26439319
chr1	26496326	26497661
chr1	26560418	26562016
chr1	26632285	26633494
chr1	26758421	26759752
chr1	26797899	26800519
chr1	26826881	26828182
chr1	26855837	26858298
chr1	27020921	27025334
chr1	27113412	27115445
chr1	27152898	27154536
chr1	27189079	27192361
chr1	27215797	27217197
chr1	27225748	27227227
chr1	27248066	27249463
chr1	27319849	27322247
chr1	27337614	27339994
chr1	27648326	27649863
chr1	27692144	27693835
chr1	27815956	27817032
chr1	27929700	27931293
chr1	28052106	28053683
chr1	28099070	28100880
chr1	28156508	28158122
chr1	28240217	28241254
chr1	28413641	28415699
chr1	28558393	28559646
chr1	28561913	28564258
chr1	28572557	28573943
chr1	28585603	28588378
chr1	28654800	28656727
chr1	28695922	28697763
chr1	28764511	28766166
chr1	28831190	28836107
chr1	28844453	28846335
chr1	28878880	28880804
chr1	28905876	28909294
chr1	28968207	28971066
chr1	28995537	28996589
chr1	29062679	29064986
chr1	29213575	29214879
chr1	29240887	29241988
chr1	29507096	29508851
chr1	29563003	29564572
chr1	31536427	31538800
chr1	31768197	31770841
chr1	31885791	31887261
chr1	32041450	32043968
chr1	32109527	32111549
chr1	32227406	32231050
chr1	32402094	32404446
chr1	32479002	32482038
chr1	32573372	32575151
chr1	32644726	32647662
chr1	32670823	32672294
chr1	32686929	32689260
